,매장이름,주소,구,브랜드,위도,경도
826,창동학원가점,서울 도봉구 해등로16길 61 (창동),도봉구,이디야,37.65509040000001,127.0433286
827,창동현대타운점,서울 도봉구 도봉로114길 22 (창동),도봉구,이디야,37.6473276,127.0356466
828,덕성여대점,서울 도봉구 삼양로 542 (쌍문동),도봉구,이디야,37.6515523,127.0129588
829,도봉구청점,"서울 도봉구 도봉로150길 43 (방학동, ESA 아파트)",도봉구,이디야,37.6687735,127.0455156
830,도봉보건소사거리점,서울 도봉구 해등로 157 (쌍문동),도봉구,이디야,37.6567466,127.0388047
831,도봉산점,서울 도봉구 도봉산길 18 (도봉동),도봉구,이디야,37.6859515,127.0362049
832,도봉역점,서울 도봉구 도봉로 823 (도봉동),도봉구,이디야,37.6778789,127.0447434
833,도봉중앙점,서울 도봉구 도봉로181길 18 (도봉동),도봉구,이디야,37.6842049,127.0448504
834,방학사거리점,서울 도봉구 도봉로 677 (방학동),도봉구,이디야,37.6625819,127.0410405
835,방학역점,서울 도봉구 도봉로153길 15 (방학동),도봉구,이디야,37.669757,127.0425203
836,방학점,서울 도봉구 방학로 171 (방학동),도봉구,이디야,37.6621271,127.0332303
837,방학중앙점,서울 도봉구 도당로13길 22 (방학동),도봉구,이디야,37.6657273,127.0352862
838,방학홈플러스점,"서울 도봉구 도봉로 678 (방학동, 홈플러스데스코㈜방학점)",도봉구,이디야,37.6648017,127.0437103
839,선덕고사거리점,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",도봉구,이디야,37.643632,127.0307472
840,신창점,서울 도봉구 덕릉로 235 (창동),도봉구,이디야,37.6388915,127.0380921
841,쌍문동점,서울 도봉구 노해로 162 (쌍문동),도봉구,이디야,37.6487826,127.0272818
842,쌍문역점,서울 도봉구 도봉로117길 4 (쌍문동),도봉구,이디야,37.6494003,127.034694
843,쌍문중앙점,서울 도봉구 도봉로 519 (쌍문동),도봉구,이디야,37.6568545,127.0152936
844,창동대우점,서울 도봉구 덕릉로63가길 30 (창동),도봉구,이디야,37.6434459,127.0387291
845,창동블루핀점,서울 도봉구 마들로 550 (창동),도봉구,이디야,37.6605123,127.049623
846,창동역점,서울 도봉구 마들로11길 65 (창동),도봉구,이디야,37.6533575,127.0496609
847,창동제일점,서울 도봉구 노해로70길 81 (창동),도봉구,이디야,37.6487061,127.0525283
848,창동중앙점,서울 도봉구 노해로63길 78 (창동),도봉구,이디야,37.6525232,127.0463148
849,창동하나로마트점,"서울 도봉구 마들로11길 20 (창동, 농협창동유통센타)",도봉구,이디야,37.6553982,127.0521044
850,창동학원가점,서울 도봉구 해등로16길 61 (창동),도봉구,이디야,37.65509040000001,127.0433286
851,창동현대타운점,서울 도봉구 도봉로114길 22 (창동),도봉구,이디야,37.6473276,127.0356466
852,공덕롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",마포구,이디야,37.5445936,126.9507149
853,공덕점,서울 마포구 마포대로8길 15 (공덕동),마포구,이디야,37.5461947,126.954512
854,광흥창역점,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",마포구,이디야,37.5496548,126.9324316
855,대흥역점,서울 마포구 백범로 100 (대흥동),마포구,이디야,37.5488447,126.9414298
856,동교중앙점,서울 마포구 동교로27길 8 (동교동),마포구,이디야,37.5587392,126.9230221
857,마포경찰서점,서울 마포구 마포대로 173 (공덕동),마포구,이디야,37.54909,126.9532728
858,마포공덕역점,서울 마포구 새창로 6 (도화동),마포구,이디야,37.5407431,126.9537335
859,마포구청점,서울 마포구 월드컵로 196 (성산동),마포구,이디야,37.5643652,126.9062602
860,마포데시앙점,서울 마포구 독막로 320 (도화동),마포구,이디야,37.5397449,126.9484575
861,마포성산시영점,서울 마포구 월드컵북로 210 (성산동),마포구,이디야,37.5613712,126.9167228
862,마포점,서울 마포구 도화길 10 (도화동),마포구,이디야,37.5397641,126.9473823
863,망리단길점,"서울 마포구 포은로 81-1 (망원동, S-빌딩)",마포구,이디야,37.5543031,126.9052551
864,망원역점,서울 마포구 월드컵로 82-1 (서교동),마포구,이디야,37.5579103,126.9106565
865,망원중앙점,서울 마포구 월드컵로 147 (망원동),마포구,이디야,37.5559772,126.9012821
866,상수역점,서울 마포구 와우산로 41-1 (상수동),마포구,이디야,37.5462303,126.9280897
867,상암DMC점,서울 마포구 월드컵북로 396 (상암동),마포구,이디야,37.5791192,126.8902941
868,상암KBS점,서울 마포구 월드컵북로 375 (상암동),마포구,이디야,37.5773051,126.8906358
869,상암우리기술점,서울 마포구 월드컵북로56길 9 (상암동),마포구,이디야,37.5813475,126.887425
870,상암한샘점,서울 마포구 성암로13길 58 (상암동),마포구,이디야,37.5756558,126.8977097
871,상암홈플러스점,서울 마포구 월드컵로 240 (성산동),마포구,이디야,37.55922,126.9139289
872,서강대점,서울 마포구 백범로 34 (신수동),마포구,이디야,37.5487604,126.9393635
873,서교동점,서울 마포구 와우산로29길 70 (서교동),마포구,이디야,37.5563162,126.9265746
874,성산점,서울 마포구 월드컵북로 137 (성산동),마포구,이디야,37.5675176,126.9100186
875,성산중앙점,서울 마포구 성미산로 78 (성산동),마포구,이디야,37.5615164,126.9194136
876,신촌그랑자이점,"서울 마포구 대흥로 183 (대흥동, 신촌그랑자이 상가)",마포구,이디야,37.5554976,126.9450072
877,신촌로터리점,서울 마포구 서강로 135 (노고산동),마포구,이디야,37.554496,126.935388
878,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,이디야,37.5507963,126.9345284
879,애오개역점,서울 마포구 마포대로 208 (아현동),마포구,이디야,37.552528,126.956769
880,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",마포구,이디야,37.5399759,126.9454625
881,한강공원로점,서울 마포구 망원로 21 (망원동),마포구,이디야,37.5563164,126.8993901
882,합정LIG점,서울 마포구 양화로1길 21 (합정동),마포구,이디야,37.5494407,126.9103713
883,합정동점,서울 마포구 양화로6길 90 (합정동),마포구,이디야,37.5481933,126.919058
884,합정역사거리점,서울 마포구 독막로2길 5 (합정동),마포구,이디야,37.548217,126.914866
885,합정역점,서울 마포구 양화로11길 54 (서교동),마포구,이디야,37.5520737,126.91491
886,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,이디야,37.5499443,126.9137027
887,홍대중앙점,서울 마포구 양화로 124 (서교동),마포구,이디야,37.5542126,126.9207762
888,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),마포구,이디야,37.5579387,126.9165812
889,홍대학원가점,서울 마포구 와우산로 148 (창전동),마포구,이디야,37.5541014,126.929644
890,홍익대점,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",마포구,이디야,37.5537021,126.9235585
891,공덕롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",마포구,이디야,37.5445936,126.9507149
892,공덕점,서울 마포구 마포대로8길 15 (공덕동),마포구,이디야,37.5461947,126.954512
893,광흥창역점,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",마포구,이디야,37.5496548,126.9324316
894,대흥역점,서울 마포구 백범로 100 (대흥동),마포구,이디야,37.5488447,126.9414298
895,동교중앙점,서울 마포구 동교로27길 8 (동교동),마포구,이디야,37.5587392,126.9230221
896,마포경찰서점,서울 마포구 마포대로 173 (공덕동),마포구,이디야,37.54909,126.9532728
897,마포공덕역점,서울 마포구 새창로 6 (도화동),마포구,이디야,37.5407431,126.9537335
898,마포구청점,서울 마포구 월드컵로 196 (성산동),마포구,이디야,37.5643652,126.9062602
899,마포데시앙점,서울 마포구 독막로 320 (도화동),마포구,이디야,37.5397449,126.9484575
900,마포성산시영점,서울 마포구 월드컵북로 210 (성산동),마포구,이디야,37.5613712,126.9167228
901,마포점,서울 마포구 도화길 10 (도화동),마포구,이디야,37.5397641,126.9473823
902,망리단길점,"서울 마포구 포은로 81-1 (망원동, S-빌딩)",마포구,이디야,37.5543031,126.9052551
903,망원역점,서울 마포구 월드컵로 82-1 (서교동),마포구,이디야,37.5579103,126.9106565
904,망원중앙점,서울 마포구 월드컵로 147 (망원동),마포구,이디야,37.5559772,126.9012821
905,상수역점,서울 마포구 와우산로 41-1 (상수동),마포구,이디야,37.5462303,126.9280897
906,상암DMC점,서울 마포구 월드컵북로 396 (상암동),마포구,이디야,37.5791192,126.8902941
907,상암KBS점,서울 마포구 월드컵북로 375 (상암동),마포구,이디야,37.5773051,126.8906358
908,상암우리기술점,서울 마포구 월드컵북로56길 9 (상암동),마포구,이디야,37.5813475,126.887425
909,상암한샘점,서울 마포구 성암로13길 58 (상암동),마포구,이디야,37.5756558,126.8977097
910,상암홈플러스점,서울 마포구 월드컵로 240 (성산동),마포구,이디야,37.55922,126.9139289
911,서강대점,서울 마포구 백범로 34 (신수동),마포구,이디야,37.5487604,126.9393635
912,서교동점,서울 마포구 와우산로29길 70 (서교동),마포구,이디야,37.5563162,126.9265746
913,성산점,서울 마포구 월드컵북로 137 (성산동),마포구,이디야,37.5675176,126.9100186
914,성산중앙점,서울 마포구 성미산로 78 (성산동),마포구,이디야,37.5615164,126.9194136
915,신촌그랑자이점,"서울 마포구 대흥로 183 (대흥동, 신촌그랑자이 상가)",마포구,이디야,37.5554976,126.9450072
916,신촌로터리점,서울 마포구 서강로 135 (노고산동),마포구,이디야,37.554496,126.935388
917,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,이디야,37.5507963,126.9345284
918,애오개역점,서울 마포구 마포대로 208 (아현동),마포구,이디야,37.552528,126.956769
919,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",마포구,이디야,37.5399759,126.9454625
920,한강공원로점,서울 마포구 망원로 21 (망원동),마포구,이디야,37.5563164,126.8993901
921,합정LIG점,서울 마포구 양화로1길 21 (합정동),마포구,이디야,37.5494407,126.9103713
922,합정동점,서울 마포구 양화로6길 90 (합정동),마포구,이디야,37.5481933,126.919058
923,합정역사거리점,서울 마포구 독막로2길 5 (합정동),마포구,이디야,37.548217,126.914866
924,합정역점,서울 마포구 양화로11길 54 (서교동),마포구,이디야,37.5520737,126.91491
925,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,이디야,37.5499443,126.9137027
926,홍대중앙점,서울 마포구 양화로 124 (서교동),마포구,이디야,37.5542126,126.9207762
927,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),마포구,이디야,37.5579387,126.9165812
928,홍대학원가점,서울 마포구 와우산로 148 (창전동),마포구,이디야,37.5541014,126.929644
929,홍익대점,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",마포구,이디야,37.5537021,126.9235585
930,강남센트럴시티점,"서울 서초구 신반포로 176 (반포동, 센트럴시티)",서초구,이디야,37.5038594,127.0033439
931,교대역점,"서울 서초구 서초대로56길 22 (서초동, 성운빌딩)",서초구,이디야,37.4977102,126.9978029
932,교육개발원사거리점,"서울 서초구 바우뫼로 180 (양재동, 신송빌딩)",서초구,이디야,37.4782389,127.0398035
933,구반포역점,"서울 서초구 신반포로 50 (반포동, 구반포상가)",서초구,이디야,37.5035427,126.988748
934,국립중앙도서관디지털관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",서초구,이디야,37.497689,127.0028333
935,국립중앙도서관본관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",서초구,이디야,37.497689,127.0028333
936,남부터미널점,서울 서초구 서초동,서초구,이디야,37.4876872,127.0174271
937,내방역점,"서울 서초구 서초대로 108 (방배동, 삼보빌딩)",서초구,이디야,37.4875268,126.9941918
938,반포지하상가점,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",서초구,이디야,37.5065978,127.0054105
939,방배역점,서울 서초구 방배로 87 (방배동),서초구,이디야,37.482139,126.9968963
940,방배중앙점,"서울 서초구 동광로 1 (방배동, 대양빌딩)",서초구,이디야,37.4910362,126.9830198
941,서울고교점,서울 서초구 서초동,서초구,이디야,37.4876872,127.0174271
942,서울고속버스터미널점,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널)",서초구,이디야,37.506259,127.009341
943,서울교대점,서울 서초구 서초동,서초구,이디야,37.4876872,127.0174271
944,서초법조타운점,"서울 서초구 서초중앙로24길 7 (서초동, 동천빌딩)",서초구,이디야,37.4947529,127.0144754
945,서초역점,서울 서초구 서초동,서초구,이디야,37.4876872,127.0174271
946,서초우면중앙점,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S)",서초구,이디야,37.4686963,127.0232578
947,서초점,서울 서초구 서초대로48길 16 (서초동),서초구,이디야,37.4920152,127.0113078
948,신논현역점,서울 서초구 강남대로79길 10 (반포동),서초구,이디야,37.5052523,127.0231968
949,양재AT점,"서울 서초구 동산로 3 (양재동, 한서빌딩)",서초구,이디야,37.4690456,127.0402738
950,양재언남점,"서울 서초구 동산로 60 (양재동, 화성빌딩)",서초구,이디야,37.46854769999999,127.0278008
951,양재점,서울 서초구 남부순환로347길 38 (서초동),서초구,이디야,37.4859875,127.0314737
952,양재중앙점,"서울 서초구 강남대로 221 (양재동, 양재역 환승주차장)",서초구,이디야,37.4832682,127.0344664
953,양재하나로마트점,"서울 서초구 청계산로 10 (양재동, 농협하나로클럽)",서초구,이디야,37.4629931,127.043105
954,예술의전당점,"서울 서초구 반포대로 32 (서초동, 원일빌딩)",서초구,이디야,37.4833789,127.0121074
955,우면동점,"서울 서초구 바우뫼로 20 (우면동, 고호빌딩)",서초구,이디야,37.4699641,127.025301
956,잠원논현점,서울 서초구 신반포로 333 (잠원동),서초구,이디야,37.5108609,127.0201156
957,청계산입구역점,서울 서초구 신원동,서초구,이디야,37.4446745,127.0614206
958,포이점,서울 서초구 마방로10길 42 (양재동),서초구,이디야,37.475593,127.0445372
959,함지박사거리점,서울 서초구 방배로 234 우신빌딩,서초구,이디야,37.4780738,127.0007198
960,고대개운점,서울 성북구 개운사길 30 (안암동5가),성북구,이디야,37.5876534,127.0294038
961,고대점,서울 성북구 인촌로 24 (안암동2가),성북구,이디야,37.587055,127.0212162
962,국민대점,서울 성북구 정릉로9라길 8 (정릉동),성북구,이디야,37.6111263,127.0003764
963,길음뉴타운점,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",성북구,이디야,37.6097759,127.0206116
964,길음중앙점,"서울 성북구 도봉로 11 (길음동, 삼주빌딩)",성북구,이디야,37.6101971,127.0298799
965,돈암동점,서울 성북구 동소문로 119 (동선동4가),성북구,이디야,37.5943435,127.0185038
966,돈암아리랑점,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",성북구,이디야,37.5992985,127.0129938
967,돌곶이역점,서울 성북구 돌곶이로22길 3 (석관동),성북구,이디야,37.6101594,127.058086
968,동덕여대점,서울 성북구 화랑로 99 (하월곡동),성북구,이디야,37.6038358,127.0353171
969,동소문동점,서울 성북구 동소문로13길 5 (동소문동4가),성북구,이디야,37.5920114,127.0128569
970,보문역점,서울 성북구 보문로 111 (보문동2가),성북구,이디야,37.5848579,127.0191073
971,석계중앙점,서울 성북구 화랑로40길 61 (석관동),성북구,이디야,37.6130719,127.0627789
972,석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)",성북구,이디야,37.606103,127.0634229
973,성북구청점,서울 성북구 보문로 162 (삼선동5가),성북구,이디야,37.5876581,127.0157281
974,성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가),성북구,이디야,37.5935484,127.0152431
975,성신여대점,서울 성북구 보문로34길 100 (동선동2가),성북구,이디야,37.5911844,127.020776
976,월곡1동점,서울 성북구 오패산로 99 (하월곡동),성북구,이디야,37.6107208,127.0351251
977,월곡동아점,서울 성북구 장월로1길 47 (상월곡동),성북구,이디야,37.606215,127.0456787
978,월곡중앙점,"서울 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)",성북구,이디야,37.604314,127.0309948
979,장위2동점,서울 성북구 화랑로25길 14 (장위동),성북구,이디야,37.6092663,127.0524388
980,장위뉴타운점,서울 성북구 장월로 144-1 (장위동),성북구,이디야,37.6176579,127.0510126
981,장위동점,서울 성북구 월계로40길 7 (장위동),성북구,이디야,37.6228267,127.048397
982,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2 (장위동),성북구,이디야,37.6185575,127.0455923
983,장위중앙점,서울 성북구 장위로 35 (장위동),성북구,이디야,37.6139721,127.0493268
984,정릉뉴타운점,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)",성북구,이디야,37.60318760000001,127.0183002
985,정릉아리랑점,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",성북구,이디야,37.5998738,127.0195276
986,정릉점,서울 성북구 보국문로 77 (정릉동),성북구,이디야,37.6111065,127.0086007
987,정릉중앙점,서울 성북구 정릉로 251 (정릉동),성북구,이디야,37.6046666,127.0119116
988,종암동점,서울 성북구 종암로 105 (종암동),성북구,이디야,37.5994896,127.0339384
989,하월곡동점,서울 성북구 오패산로 16 (하월곡동),성북구,이디야,37.6115817,127.0381509
990,한성대역점,서울 성북구 동소문로 19 (동소문동1가),성북구,이디야,37.5889646,127.0063694
991,한성대점,서울 성북구 삼선교로 10 (삼선동1가),성북구,이디야,37.5877048,127.0068833
992,가든파이브점,"서울 송파구 충민로 10 (문정동, 가든파이브툴)",송파구,이디야,37.4782249,127.1193622
993,가든파이브테크노관점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",송파구,이디야,37.4775778,127.1249983
994,가락몰점,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",송파구,이디야,37.49359159999999,127.1164845
995,가락중앙점,서울 송파구 송이로 87 (가락동),송파구,이디야,37.4982843,127.1207781
996,개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)",송파구,이디야,37.4982404,127.136456
997,거여점,서울 송파구 오금로 497 (거여동),송파구,이디야,37.48205129999999,127.1429218
998,마천사거리점,"서울 송파구 마천로 264 (거여동, 흥일빌딩)",송파구,이디야,37.4980378,127.1461353
999,문정KDU타워점,"서울 송파구 정의로 70 (문정동, 케이디유타워)",송파구,이디야,37.4862005,127.115454
1000,문정문현점,서울 송파구 새말로8길 30 (문정동),송파구,이디야,37.4800957,127.1266355
1001,문정중앙점,서울 송파구 문정로 31-1 (문정동),송파구,이디야,37.4864701,127.1263126
1002,문정테라타워점,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",송파구,이디야,37.4844113,127.1216236
1003,방이미성점,"서울 송파구 오금로 251 (방이동, 잠실3차한양아파트)",송파구,이디야,37.5061281,127.1224849
1004,방이시장점,서울 송파구 백제고분로48길 3 (방이동),송파구,이디야,37.51180069999999,127.1137457
1005,방이역점,서울 송파구 위례성대로18길 32 (방이동),송파구,이디야,37.5095235,127.1247104
1006,방이초교점,서울 송파구 가락로 280 (방이동),송파구,이디야,37.5127115,127.1199902
1007,삼전역점,서울 송파구 백제고분로 263 (삼전동),송파구,이디야,37.5063497,127.0957201
1008,서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",송파구,이디야,37.5061551,127.0807668
1009,석촌백제점,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",송파구,이디야,37.5021559,127.0972931
1010,석촌사거리점,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)",송파구,이디야,37.503517,127.1035697
1011,석촌역점,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",송파구,이디야,37.5076277,127.108153
1012,송파동점,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)",송파구,이디야,37.5140158,127.1075695
1013,송파문정점,서울 송파구 송이로 159 (가락동),송파구,이디야,37.4929217,127.1253339
1014,송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",송파구,이디야,37.4896023,127.1187913
1015,송파위례점,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",송파구,이디야,37.4811605,127.1423292
1016,송파잠실점,서울 송파구 삼전로 95 (잠실동),송파구,이디야,37.5069289,127.0898316
1017,송파파인타운점,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",송파구,이디야,37.4772984,127.1275686
1018,송파풍납점,서울 송파구 강동대로9길 17-1 (풍납동),송파구,이디야,37.5280621,127.11653
1019,송파하비오점,"서울 송파구 송파대로 111 (문정동, 파크하비오)",송파구,이디야,37.482085,127.123578
1020,송파한양점,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)",송파구,이디야,37.5039989,127.1102689
1021,오금점,"서울 송파구 오금로 306 (가락동, 가락스타클래스)",송파구,이디야,37.5028786,127.1261236
1022,오금중앙점,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",송파구,이디야,37.5087113,127.1304008
1023,올림픽공원점,서울 송파구 올림픽로 354 (방이동),송파구,이디야,37.5134326,127.1096249
1024,올림픽프라자점,서울 송파구 양재대로 1222 (방이동),송파구,이디야,37.510715,127.12542
1025,위례아이파크점,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)",송파구,이디야,37.476128,127.1420414
1026,위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",송파구,이디야,37.4765682,127.1347366
1027,잠실나루역점,"서울 송파구 올림픽로35길 104 (신천동, 장미아파트)",송파구,이디야,37.5193571,127.0993659
1028,잠실본동점,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",송파구,이디야,37.5060163,127.0825999
1029,잠실역점,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",송파구,이디야,37.5106681,127.0861994
1030,잠실월드점,"서울 송파구 올림픽로35가길 9 (신천동, 잠실 푸르지오 월드마크)",송파구,이디야,37.5175312,127.103575
1031,종합운동장역점,"서울 송파구 올림픽로 76 (잠실동, J타워)",송파구,이디야,37.5121502,127.0752952
1032,CBS본사점,서울 양천구 목동서로 159-1 (목동),양천구,이디야,37.52821350000001,126.8749471
1033,강서초교점,서울 양천구 오목로 48 (신월동),양천구,이디야,37.5220241,126.8429393
1034,목3동점,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",양천구,이디야,37.5466479,126.8679932
1035,목4동점,서울 양천구 목동중앙본로7길 46 (목동),양천구,이디야,37.5394371,126.86612
1036,목동남부점,서울 양천구 목동남로 46 (신정동),양천구,이디야,37.5087155,126.8647187
1037,목동등촌로점,서울 양천구 등촌로 180 (목동),양천구,이디야,37.5456026,126.8627246
1038,목동로데오점,서울 양천구 목동로 219 (신정동),양천구,이디야,37.5279211,126.8637907
1039,목동신목점,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",양천구,이디야,37.5369691,126.8714743
1040,목동신트리점,"서울 양천구 신정로 312 (신정동, 뉴프라자)",양천구,이디야,37.5132891,126.8554552
1041,목동아델리체점,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",양천구,이디야,37.5180135,126.8518873
1042,목동역점,서울 양천구 오목로 227 (신정동),양천구,이디야,37.526041,126.8627071
1043,목동중앙점,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",양천구,이디야,37.5215106,126.8690925
1044,목동파라곤점,서울 양천구 목동서로 155 (목동),양천구,이디야,37.5293136,126.8751264
1045,목동파리공원점,서울 양천구 목동동로 379 (목동),양천구,이디야,37.5355702,126.8787085
1046,서남병원점,서울 양천구 신정동,양천구,이디야,37.5166014,126.8638714
1047,신월5동점,서울 양천구 화곡로 50 (신월동),양천구,이디야,37.5391278,126.8274379
1048,신월7동점,서울 양천구 지양로 79 (신월동),양천구,이디야,37.5223947,126.8329818
1049,신월사거리점,서울 양천구 남부순환로 353 (신월동),양천구,이디야,37.5356284,126.8289172
1050,신월신곡시장점,서울 양천구 신월로 172 (신월동),양천구,이디야,37.5182621,126.8426399
1051,신정교점,서울 양천구 신목로 36 (신정동),양천구,이디야,37.5188009,126.8737695
1052,신정네거리역점,서울 양천구 중앙로 282 (신정동),양천구,이디야,37.5215126,126.8525663
1053,신정서부점,서울 양천구 신정로11길 50-15 (신정동),양천구,이디야,37.5121775,126.8383361
1054,신정역점,서울 양천구 오목로 155 (신정동),양천구,이디야,37.5249251,126.854642
1055,양천구청점,서울 양천구 목동동로 63 (신정동),양천구,이디야,37.5152752,126.8623016
1056,오목교대학학원점,서울 양천구 오목로 319 (목동),양천구,이디야,37.5250374,126.8730535
1057,오목교역점,서울 양천구 신목로 102 (목동),양천구,이디야,37.5235593,126.8757535
1058,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",영등포구,이디야,37.5196329,126.9289194
1059,국회대로점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",영등포구,이디야,37.5302318,126.919859
1060,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",영등포구,이디야,37.5268293,126.91783
1061,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),영등포구,이디야,37.5249901,126.8910908
1062,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),영등포구,이디야,37.5247311,126.9072916
1063,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",영등포구,이디야,37.5332974,126.9022397
1064,당산중앙점,서울 영등포구 당산로 159 (당산동4가),영등포구,이디야,37.5287389,126.8995556
1065,대림1동점,서울 영등포구 도림로 198 (대림동),영등포구,이디야,37.4955091,126.899438
1066,대림3동점,서울 영등포구 대림로 212 (대림동),영등포구,이디야,37.4995567,126.8981452
1067,대림역점,서울 영등포구 도림로31길 2 (대림동),영등포구,이디야,37.4924907,126.8959161
1068,도림사거리점,서울 영등포구 도림로 326 (신길동),영등포구,이디야,37.5065486,126.9018065
1069,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",영등포구,이디야,37.5085098,126.8965893
1070,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",영등포구,이디야,37.5195583,126.9391694
1071,문래역점,서울 영등포구 문래로 89 (문래동3가),영등포구,이디야,37.5196161,126.8919362
1072,보라매역점,서울 영등포구 여의대방로 141 (신길동),영등포구,이디야,37.5074088,126.9168029
1073,서여의도점,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)",영등포구,이디야,37.529455,126.9211706
1074,선유도역점,서울 영등포구 양평로 126 (양평동5가),영등포구,이디야,37.5411416,126.8944092
1075,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),영등포구,이디야,37.5118321,126.9215338
1076,신길썬프라자점,서울 영등포구 신길로 42 (신길동),영등포구,이디야,37.496429,126.9086066
1077,신길아이파크점,서울 영등포구 도림로 280 (신길동),영등포구,이디야,37.5029,126.9042022
1078,신길역점,서울 영등포구 영등포로 353 (신길동),영등포구,이디야,37.5150289,126.918074
1079,신길중앙점,서울 영등포구 도신로 229 (신길동),영등포구,이디야,37.5121582,126.9165036
1080,신풍역점,서울 영등포구 신풍로 52-1 (신길동),영등포구,이디야,37.49990469999999,126.9117746
1081,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",영등포구,이디야,37.5243251,126.8837313
1082,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),영등포구,이디야,37.52601629999999,126.9307571
1083,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",영등포구,이디야,37.5219838,126.930031
1084,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",영등포구,이디야,37.5210236,126.9240116
1085,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",영등포구,이디야,37.526554,126.904299
1086,영등포구청점,서울 영등포구 당산로 110 (당산동3가),영등포구,이디야,37.5268845,126.8983667
